"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 26 23:22:05 GET 2023","Wed Jul 26 23:22:09 GET 2023","3911","Default Suite","SwoopLogin","SwoopTest","SwoopTest","logInTest","logInTest",""
